Movie_Title,Movie_years,Content_Ratio,Aspect_Ratio,Movie_actor_1_name,Movie_actor_1_credit,Actor_1_Oscar_Awards,Actor_1_Other_Awards,Movie_actor_2_name,Movie_actor_2_credit,Actor_2_Oscar_Awards,Actor_2_Other_Awards,Movie_actor_3_name,Movie_actor_3_credit,Actor_3_Oscar_Awards,Actor_3_Other_Awards,Movie_director,Movie_director_credit,Director_Oscar_Awards,Director_Other_Awards,Movie_writter_names,Movie_writter_credit,Movie_Writter_Oscar_Awards,Music_Writter_Other_Awards,Movie_music_names,Movie_music_credit,Music_Oscar_Awards,Music_Other_Awards,Movie_cinematography_name,Movie_cinematography_credit,Cinematograpy_Oscar_Awards,Cinematograpy_Other_Awards,Budget,Movie_ratings,IMDb_Label
The Amazing Spider-Man,2012,PG-13,2.35,Andrew Garfield,18,1,62,Emma Stone,0,0,13,Rhys Ifans,56,0,0,Marc Webb,52,0,7,James Vanderbilt,5.0,0.0,0.0,James Horner,138.0,2.0,51.0,John Schwartzman,30.0,0.0,1.0,"230,000,000.00",6.9,CLASS-1
Battleship,2012,PG-13,2.35,Taylor Kitsch,9,0,18,Alexander SkarsgÃ¥rd,38,0,10,Rihanna,0,0,14,Peter Berg,13,0,3,Jon Hoeber,3.0,0.0,0.0,Steve Jablonsky,32.0,0.0,8.0,Tobias A. Schliessler,51.0,0.0,0.0,"209,000,000.00",5.8,CLASS-1
Skyfall,2012,PG-13,2.35,Daniel Craig,59,0,18,Judi Dench,0,0,3,Javier Bardem,45,0,3,Sam Mendes,6,1,55,Neal Purvis,11.0,0.0,1.0,Thomas Newman,32.0,0.0,65.0,Roger Deakins,73.0,2.0,168.0,"200,000,000.00",7.7,CLASS-1
Brave,2020,PG,2.35,Kelly Macdonald,0,0,18,Billy Connolly,63,0,1,Emma Thompson,0,0,23,Mark Andrews,5,1,6,Brenda Chapman,4.0,1.0,2.0,Patrick Doyle,26.0,0.0,12.0,Nicholas C. Smith,4.0,0.0,2.0,"185,000,000.00",7.1,CLASS-1
Snow White and the Huntsman,2012,PG-13,2.35,Kristen Stewart,0,0,12,Chris Hemsworth,14,0,34,Charlize Theron,0,0,3,Rupert Sanders,3,1,2,Evan Daugherty,1.0,0.0,1.0,James Newton Howard,92.0,0.0,68.0,Greig Fraser,27.0,0.0,15.0,"170,000,000.00",6.1,CLASS-1
Wreck-It Ralph,2012,PG,2.35,John C. Reilly,68,0,2,Sarah Silverman,0,0,4,Jack McBrayer,32,0,2,Rich Moore,10,1,19,Rich Moore,3.0,1.0,19.0,Henry Jackman,15.0,0.0,11.0,Rob Dressel,2.0,0.0,1.0,"165,000,000.00",7.7,CLASS-1
Wrath of the Titans,2012,PG-13,1.85,Sam Worthington,29,0,17,Liam Neeson,82,0,7,Ralph Fiennes,48,0,4,Jonathan Liebesman,6,0,2,Dan Mazeau,0.0,0.0,0.0,Javier Navarrete,6.0,0.0,7.0,Ben Davis,0.0,0.0,0.0,"150,000,000.00",5.7,CLASS-1
Dark Shadows,2012,PG-13,1.85,Johnny Depp,65,0,58,Michelle Pfeiffer,0,0,17,Helena Bonham Carter,0,0,31,Tim Burton,32,0,27,Seth Grahame-Smith,3.0,0.0,0.0,Danny Elfman,82.0,0.0,80.0,Bruno Delbonnel,17.0,0.0,13.0,"100,000,000.00",6.2,CLASS-1
Madagascar 3: Europe's Most Wanted,2012,PG,1.85,Ben Stiller,105,0,4,Chris Rock,52,0,8,David Schwimmer,40,0,10,Eric Darnell,6,0,7,Eric Darnell,4.0,0.0,7.0,Hans Zimmer,100.0,1.0,121.0,Nick Fletcher,0.0,0.0,0.0,"145,000,000.00",6.8,CLASS-1
Rise of the Guardians,2012,PG,1.85,Chris Pine,22,0,22,Alec Baldwin,96,0,0,Jude Law,44,0,0,Peter Ramsey,5,1,16,David Lindsay-Abaire,3.0,0.0,0.0,Alexandre Desplat,53.0,2.0,99.0,Joyce Arrastia,0.0,0.0,0.0,"145,000,000.00",7.3,CLASS-1
The Twilight Saga: Breaking Dawn - Part 2,2012,PG-13,2.35,Kristen Stewart,0,0,34,Robert Pattinson,15,0,37,Taylor Lautner,19,0,19,Bill Condon,15,1,18,Melissa Rosenberg,0.0,0.0,0.0,Carter Burwell,51.0,0.0,29.0,Guillermo Navarro,38.0,1.0,16.0,"120,000,000.00",5.5,CLASS-1
The Bourne Legacy,2012,PG-13,2.35,Jeremy Renner,37,0,26,Scott Glenn,88,0,0,Stacy Keach,166,0,9,Tony Gilroy,2,0,3,Tony Gilroy,15.0,0.0,3.0,James Newton Howard,92.0,0.0,68.0,Robert Elswit,72.0,1.0,16.0,"125,000,000.00",6.6,CLASS-1
Life of Pi,2012,PG,1.85,Suraj Sharma,0,0,3,Irrfan Khan,117,0,2,Ayush Tandon,1,0,27,Ang Lee,20,2,102,Yann Martel,2.0,0.0,0.0,Mychael Danna,26.0,1.0,33.0,Claudio Miranda,18.0,1.0,24.0,"120,000,000.00",7.9,CLASS-1
Prometheus,2012,R,2.35,Noomi Rapace,0,0,54,Michael Fassbender,36,1,51,Charlize Theron,0,0,3,Ridley Scott,38,0,44,Jon Spaihts,1.0,0.0,0.0,Marc Streitenfeld,25.0,0.0,4.0,Dariusz Wolski,52.0,0.0,1.0,"130,000,000.00",7.0,CLASS-1
Django Unchained,2012,R,2.35,Jamie Foxx,50,1,67,Christoph Waltz,99,2,67,Leonardo DiCaprio,40,0,0,Quentin Tarantino,18,2,147,Quentin Tarantino,22.0,2.0,165.0,Robert Richardson,0.0,3.0,19.0,Fred Raskin,45.0,3.0,18.0,"100,000,000.00",8.4,CLASS-1
The Expendables 2,2012,R,2.35,Sylvester Stallone,64,0,1,Jason Statham,34,0,47,Jet Li,44,0,21,Simon West,16,0,2,Richard Wenk,4.0,0.0,0.0,Brian Tyler,55.0,0.0,16.0,Shelly Johnson,58.0,0.0,0.0,"92,000,000.00",6.6,CLASS-1
Cloud Atlas,2012,R,2.35,Tom Hanks,65,2,69,Halle Berry,0,0,2,Jim Broadbent,123,1,23,Tom Tykwer,17,0,39,David Mitchell,15.0,0.0,4.0,Reinhold Heil,16.0,0.0,8.0,Frank Griebe,36.0,0.0,14.0,"102,000,000.00",7.4,CLASS-1
The Campaign,2012,R,1.85,Will Ferrell,78,0,12,Zach Galifianakis,49,0,1,Jason Sudeikis,29,0,0,Jay Roach,11,0,4,Chris Henchy,18.0,0.0,3.0,Theodore Shapiro,9.0,0.0,15.0,Jim Denault,50.0,0.0,0.0,"95,000,000.00",6.1,CLASS-1
Ice Age: Continental Drift,2012,PG,2.35,Aziz Ansari,29,0,18,Joy Behar,0,0,8,Christopher Campbell,2,0,22,Steve Martino,8,0,1,Michael Berg,4.0,0.0,0.0,John Powell,16.0,0.0,41.0,Renato FalcÃ£o,14.0,0.0,4.0,"95,000,000.00",6.6,CLASS-1
Hotel Transylvania,2012,PG,1.85,Adam Sandler,49,0,21,Andy Samberg,51,0,49,Selena Gomez,0,0,1,Genndy Tartakovsky,20,0,7,Peter Baynham,23.0,0.0,1.0,Mark Mothersbaugh,29.0,0.0,21.0,Catherine Apple,1.0,0.0,0.0,"85,000,000.00",7.1,CLASS-1
Safe House,2012,R,2.35,Denzel Washington,50,2,68,Ryan Reynolds,49,0,11,Vera Farmiga,0,0,6,Daniel Espinosa,7,0,3,David Guggenheim,0.0,0.0,0.0,Ramin Djawadi,19.0,0.0,22.0,Oliver Wood,47.0,0.0,0.0,"85,000,000.00",6.7,CLASS-1
Mirror Mirror,2012,PG,1.85,Julia Roberts,0,1,41,Lily Collins,0,0,7,Armie Hammer,14,0,9,Tarsem Singh,10,0,6,Marc Klein,3.0,0.0,0.0,Alan Menken,24.0,8.0,48.0,Brendan Galvin,25.0,0.0,0.0,"85,000,000.00",5.6,CLASS-1
Dredd,2012,R,2.35,Karl Urban,29,0,1,Rachel Wood,0,0,14,Andile Mngadi,1,0,1,Pete Travis,10,0,3,John Wagner,6.0,0.0,0.0,Paul Leonard-Morgan,4.0,0.0,1.0,Anthony Dod Mantle,43.0,1.0,28.0,"35,000,000.00",7.1,CLASS-1
The Hunger Games,2012,PG-13,2.35,Stanley Tucci,87,1,78,Wes Bentley,22,0,11,Jennifer Lawrence,0,0,1,Gary Ross,2,0,8,Gary Ross,9.0,0.0,8.0,James Newton Howard,92.0,0.0,68.0,Tom Stern,22.0,0.0,3.0,"78,000,000.00",7.2,CLASS-1
Journey 2: The Mysterious Island,2012,PG,1.85,Dwayne Johnson,46,0,14,Michael Caine,153,0,9,Josh Hutcherson,29,0,5,Brad Peyton,8,0,0,Brian Gunn,3.0,0.0,0.0,Andrew Lockington,33.0,0.0,12.0,David Tattersall,51.0,0.0,0.0,"79,000,000.00",5.8,CLASS-1
Underworld: Awakening,2012,R,2.35,Kate Beckinsale,0,0,3,Stephen Rea,110,0,5,Michael Ealy,30,0,0,MÃƒÂ¥ns MÃƒÂ¥rlind,10,0,6,Len Wiseman,5.0,0.0,0.0,Paul Haslinger,23.0,0.0,1.0,Scott Kevan,35.0,0.0,2.0,"70,000,000.00",6.4,CLASS-1
Rock of Ages,2012,PG-13,2.35,Julianne Hough,0,0,0,Dakota Sage Grant,0,0,0,Matthew Rush Sullivan,0,0,0,Adam Shankman,19,0,3,Justin Theroux,4.0,0.0,3.0,Adam Anders,5.0,0.0,2.0,Bojan Bazelli,34.0,0.0,2.0,"75,000,000.00",5.9,CLASS-1
Abraham Lincoln: Vampire Hunter,2012,R,2.35,Benjamin Walker,12,0,0,Dominic Cooper,35,0,2,Anthony Mackie,30,0,0,Timur Bekmambetov,13,0,11,Seth Grahame-Smith,3.0,0.0,0.0,Henry Jackman,15.0,0.0,11.0,Caleb Deschanel,28.0,0.0,11.0,"69,000,000.00",5.9,CLASS-1
Lincoln,2012,PG-13,2.35,Daniel Day-Lewis,27,0,16,Sally Field,0,0,11,David Strathairn,102,0,3,Steven Spielberg,54,2,167,Tony Kushner,3.0,0.0,24.0,John Williams,222.0,5.0,184.0,Janusz Kaminski,38.0,2.0,36.0,"65,000,000.00",7.3,CLASS-1
Les MisÃƒÂ©rables,2012,PG-13,1.85,Hugh Jackman,36,1,17,Russell Crowe,42,1,14,Anne Hathaway,0,1,68,Tom Hooper,15,1,35,William Nicholson,16.0,0.0,2.0,Danny Cohen,0.0,0.0,1.0,Chris Dickens,12.0,1.0,8.0,"61,000,000.00",7.6,CLASS-1
The Dictator,2012,R,2.35,Sacha Baron Cohen,27,0,4,Sayed Badreya,48,0,0,Rocky Citron,0,0,0,Larry Charles,10,0,3,Sacha Baron Cohen,11.0,0.0,25.0,Erran Baron Cohen,2.0,0.0,3.0,Lawrence Sher,33.0,0.0,2.0,"65,000,000.00",6.4,CLASS-1
This Means War,2012,PG-13,2.35,Reese Witherspoon,0,0,14,Chris Pine,22,0,2,Tom Hardy,37,0,0,McG,31,0,2,Timothy Dowling,5.0,0.0,0.0,Christophe Beck,20.0,0.0,5.0,Russell Carpenter,39.0,1.0,7.0,"65,000,000.00",6.3,CLASS-1
Resident Evil: Retribution,2012,R,2.35,Milla Jovovich,0,0,3,Sienna Guillory,0,0,0,Michelle Rodriguez,0,0,11,Paul W.S. Anderson,12,0,2,Paul W.S. Anderson,10.0,0.0,2.0,tomandandy,13.0,0.0,0.0,Glen MacPherson,55.0,0.0,1.0,"65,000,000.00",5.4,CLASS-1
Jack Reacher,2012,PG-13,2.35,Tom Cruise,35,0,44,Rosamund Pike,0,1,48,Richard Jenkins,90,0,19,Christopher McQuarrie,1,1,9,Lee Child,2.0,0.0,0.0,Joe Kraemer,8.0,0.0,3.0,Caleb Deschanel,28.0,0.0,11.0,"60,000,000.00",7.0,CLASS-1
ParaNorman,2012,PG,2.35,Kodi Smit-McPhee,13,0,14,Tucker Albrizzi,17,0,3,Anna Kendrick,0,0,5,Chris Butler,0,0,1,Chris Butler,0.0,0.0,1.0,Jon Brion,6.0,0.0,6.0,Tristan Oliver,12.0,0.0,0.0,"60,000,000.00",7.0,CLASS-1
Pirates of the Caribbean: On Stranger Tides,2011,PG-13,2.35,Johnny Depp,59,0,69,PenÃ©lope Cruz,0,0,3,Geoffrey Rush,48,0,6,Rob Marshall,6,0,17,Ted Elliott,36.0,0.0,3.0,Hans Zimmer,95.0,1.0,121.0,Dariusz Wolski,50.0,0.0,1.0,"250,000,000.00",6.6,CLASS-1
Cars 2,2011,G,2.35,Larry the Cable Guy,15,0,6,Owen Wilson,40,0,4,Michael Caine,151,0,3,John Lasseter,19,1,36,John Lasseter,15.0,1.0,36.0,Michael Giacchino,23.0,1.0,80.0,Sharon Calahan,4.0,0.0,0.0,"200,000,000.00",6.1,CLASS-1
Green Lantern,2011,PG-13,2.35,Ryan Reynolds,45,0,14,Blake Lively,0,0,3,Peter Sarsgaard,37,1,71,Martin Campbell,27,0,3,Greg Berlanti,2.0,0.0,2.0,James Newton Howard,92.0,0.0,68.0,Dion Beebe,31.0,1.0,18.0,"200,000,000.00",5.5,CLASS-1
Transformers: Dark of the Moon,2011,PG-13,2.35,Shia LaBeouf,40,0,3,Rosie Huntington-Whiteley,0,0,2,Josh Duhamel,15,0,1,Michael Bay,51,0,9,Ehren Kruger,13.0,0.0,1.0,Steve Jablonsky,31.0,0.0,8.0,Amir Mokri,21.0,0.0,0.0,"195,000,000.00",6.2,CLASS-1
Hugo,2011,PG,1.85,Ben Kingsley,95,0,23,Sacha Baron Cohen,26,0,23,Asa Butterfield,7,0,12,Martin Scorsese,51,1,154,John Logan,13.0,0.0,7.0,Howard Shore,68.0,3.0,87.0,Robert Richardson,38.0,3.0,19.0,"170,000,000.00",7.5,CLASS-1
X-Men: First Class,2011,PG-13,2.35,James McAvoy,31,1,94,Laurence Belcher,7,0,58,Michael Fassbender,30,0,2,Matthew Vaughn,3,0,5,Ashley Miller,3.0,0.0,0.0,Henry Jackman,14.0,0.0,11.0,John Mathieson,41.0,0.0,8.0,"160,000,000.00",7.7,CLASS-1
Thor,2011,PG-13,2.35,Chris Hemsworth,10,0,8,Natalie Portman,0,1,73,Tom Hiddleston,15,1,52,Kenneth Branagh,14,0,33,Ashley Miller,3.0,0.0,0.0,Patrick Doyle,22.0,0.0,12.0,Haris Zambarloukos,24.0,0.0,1.0,"150,000,000.00",8.0,CLASS-1
Kung Fu Panda 2,2011,PG,2.35,Jack Black,104,1,47,Angelina Jolie,0,1,37,Dustin Hoffman,68,0,0,Jennifer Yuh Nelson,1,0,4,Jonathan Aibel,10.0,0.0,2.0,John Powell,15.0,0.0,41.0,Damon O'Beirne,0.0,0.0,0.0,"150,000,000.00",7.2,CLASS-1
Mars Needs Moms,2011,PG,2.35,Seth Green,117,0,1,Dan Fogler,20,0,4,Joan Cusack,0,0,1,Simon Wells,5,0,0,Simon Wells,1.0,0.0,0.0,John Powell,15.0,0.0,41.0,Robert Presley,3.0,0.0,0.0,"150,000,000.00",5.4,CLASS-1
Mission: Impossible - Ghost Protocol,2011,PG-13,2.35,Tom Cruise,34,0,46,Paula Patton,0,0,27,Simon Pegg,53,0,6,Brad Bird,8,2,32,Bruce Geller,19.0,0.0,3.0,Michael Giacchino,23.0,1.0,80.0,Robert Elswit,71.0,1.0,16.0,"145,000,000.00",7.4,CLASS-1
Captain America: The First Avenger,2011,"PG-13",2.35,Chris Evans,28,0,5,Hayley Atwell,0,0,2,Sebastian Stan,14,0,12,Joe Johnston,12,1,1,Christopher Markus,5.0,0.0,5.0,Alan Silvestri,69.0,0.0,43.0,Shelly Johnson,57.0,0.0,0.0,"140,000,000.00",6.9,CLASS-1
Rango,2016,PG,2.35,Johnny Depp,59,0,66,Isla Fisher,0,0,6,Abigail Breslin,0,1,18,Gore Verbinski,20,1,8,John Logan,13.0,0.0,7.0,Hans Zimmer,95.0,1.0,121.0,Roger Deakins,71.0,2.0,168.0,"135,000,000.00",8.8,CLASS-1
Puss in Boots,2011,PG,2.35,Antonio Banderas,76,0,14,Salma Hayek,0,0,3,Zach Galifianakis,46,0,1,Chris Miller,2,1,22,Tom Wheeler,4.0,0.0,0.0,Henry Jackman,14.0,0.0,11.0,Gil Zimmerman,1.0,0.0,0.0,"130,000,000.00",6.6,CLASS-1
The Adventures of Tintin,2011,PG,2.35,Jamie Bell,15,0,7,Andy Serkis,74,0,2,Daniel Craig,54,0,0,Steven Spielberg,52,3,148,HergÃ©,12.0,0.0,0.0,John Williams,209.0,5.0,184.0,Janusz Kaminski,36.0,2.0,36.0,"135,000,000.00",7.3,CLASS-1
Fast Five,2011,PG-13,2.35,Vin Diesel,24,0,5,Paul Walker,35,0,6,Jordana Brewster,0,0,14,Justin Lin,10,0,3,Chris Morgan,5.0,0.0,0.0,Brian Tyler,51.0,0.0,16.0,Stephen F. Windon,33.0,0.0,3.0,"125,000,000.00",7.3,CLASS-1
Sherlock Holmes: A Game of Shadows,2011,PG-13,2.35,Robert Downey Jr.,77,0,34,Jude Law,40,0,7,Noomi Rapace,0,0,0,Guy Ritchie,16,0,8,Michele Mulroney,2.0,0.0,0.0,Hans Zimmer,95.0,1.0,121.0,Philippe Rousselot,65.0,1.0,11.0,"125,000,000.00",7.5,CLASS-1
The Green Hornet,2011,PG-13,2.35,Seth Rogen,32,2,74,Jay Chou,9,0,18,Cameron Diaz,0,0,3,Michel Gondry,105,1,30,Seth Rogen,5.0,0.0,12.0,James Newton Howard,92.0,0.0,68.0,John Schwartzman,29.0,0.0,1.0,"120,000,000.00",5.8,CLASS-1
The Smurfs,2011,PG,1.78,Hank Azaria,73,0,0,Neil Patrick Harris,75,0,1,Jayma Mays,0,0,0,Raja Gosnell,8,0,0,J. David Stem,12.0,0.0,0.0,Heitor Pereira,72.0,0.0,6.0,Phil Meheux,49.0,0.0,3.0,"110,000,000.00",5.4,CLASS-1
Real Steel,2011,PG-13,2.35,Hugh Jackman,31,0,27,Dakota Goyo,12,0,0,Evangeline Lilly,0,0,0,Shawn Levy,27,0,4,John Gatins,4.0,0.0,1.0,Danny Elfman,81.0,0.0,80.0,Mauro Fiore,24.0,1.0,5.0,"110,000,000.00",7.1,CLASS-1
The Flowers of War,2011,R,2.35,Christian Bale,39,1,69,Ni Ni,0,0,6,Xinyi Zhang,0,0,0,Yimou Zhang,22,0,112,Heng Liu,15.0,0.0,9.0,Qi Gang Chen,1.0,0.0,2.0,Xiaoding Zhao,20.0,0.0,12.0,"94,000,000.00",7.6,CLASS-1
Rise of the Planet of the Apes,2011,PG-13,2.35,Andy Serkis,74,0,43,Karin Konoval,0,0,15,Terry Notary,4,0,5,Rupert Wyatt,4,0,2,Rick Jaffa,2.0,0.0,1.0,Patrick Doyle,22.0,0.0,12.0,Andrew Lesnie,44.0,1.0,27.0,"93,000,000.00",7.6,CLASS-1
The Girl with the Dragon Tattoo,2011,R,2.35,Daniel Craig,54,0,11,Rooney Mara,0,0,3,Christopher Plummer,188,0,2,David Fincher,85,0,49,Steven Zaillian,13.0,1.0,45.0,Trent Reznor,8.0,1.0,21.0,Jeff Cronenweth,28.0,0.0,1.0,"90,000,000.00",7.8,CLASS-1
The Three Musketeers,2011,PG-13,2.35,Matthew Macfadyen,31,0,3,Milla Jovovich,0,0,5,Helen George,0,0,28,Paul W.S. Anderson,11,0,2,Alex Litvak,1.0,0.0,0.0,Paul Haslinger,22.0,0.0,1.0,Glen MacPherson,53.0,0.0,1.0,"75,000,000.00",5.7,CLASS-1
Tower Heist,2011,PG-13,2.35,Ben Stiller,100,0,3,Eddie Murphy,56,0,21,Casey Affleck,27,0,6,Brett Ratner,48,0,6,Adam Cooper,0.0,0.0,0.0,Christophe Beck,20.0,0.0,5.0,Dante Spinotti,63.0,0.0,19.0,"75,000,000.00",6.2,CLASS-1
Arthur Christmas,2011,PG,1.85,James McAvoy,31,1,17,Hugh Laurie,89,0,18,Bill Nighy,103,0,8,Sarah Smith,0,0,0,Peter Baynham,21.0,0.0,1.0,Harry Gregson-Williams,60.0,0.0,20.0,Jericca Cleland,2.0,0.0,0.0,"100,000,000.00",7.1,CLASS-1
The Hangover Part II,2011,R,2.35,Bradley Cooper,32,0,47,Ed Helms,34,0,0,Zach Galifianakis,46,0,3,Todd Phillips,11,0,20,Craig Mazin,5.0,0.0,6.0,Christophe Beck,20.0,0.0,5.0,Lawrence Sher,29.0,0.0,2.0,"80,000,000.00",6.4,CLASS-1
Alvin and the Chipmunks: Chipwrecked,2011,G,1.85,Jason Lee,48,0,23,David Cross,87,0,6,Jenny Slate,0,0,0,Mike Mitchell,0,0,0,Jonathan Aibel,10.0,0.0,2.0,Mark Mothersbaugh,28.0,0.0,21.0,Thomas E. Ackerman,45.0,0.0,0.0,"75,000,000.00",4.3,CLASS-1
Just Go with It,2011,PG-13,1.85,Adam Sandler,46,0,54,Jennifer Aniston,0,0,4,Nicole Kidman,0,0,0,Dennis Dugan,34,0,1,Allan Loeb,6.0,0.0,0.0,Rupert Gregson-Williams,21.0,0.0,12.0,Theo van de Sande,88.0,0.0,3.0,"80,000,000.00",6.4,CLASS-1
Zookeeper,2011,PG,2.35,Kevin James,19,0,9,Rosario Dawson,0,0,2,Leslie Bibb,0,0,1,Frank Coraci,6,0,0,Nick Bakay,15.0,0.0,0.0,Rupert Gregson-Williams,21.0,0.0,12.0,Michael Barrett,30.0,0.0,1.0,"80,000,000.00",5.2,CLASS-1
Jack and Jill,2011,PG,1.85,Adam Sandler,46,1,43,Al Pacino,43,0,48,Katie Holmes,0,0,2,Dennis Dugan,34,0,1,Ben Zook,2.0,0.0,2.0,Rupert Gregson-Williams,21.0,0.0,12.0,Dean Cundey,75.0,0.0,3.0,"79,000,000.00",3.3,CLASS-1
Immortals,2011,R,1.85,Henry Cavill,13,0,3,Mickey Rourke,64,0,0,Stephen Dorff,66,0,0,Tarsem Singh,9,0,6,Charley Parlapanides,0.0,0.0,1.0,Trevor Morris,26.0,0.0,9.0,Brendan Galvin,24.0,0.0,0.0,"75,000,000.00",6.0,CLASS-1
Sucker Punch,2011,PG-13,2.35,Emily Browning,0,0,14,Abbie Cornish,0,0,11,Jena Malone,0,0,0,Zack Snyder,15,0,5,Zack Snyder,2.0,0.0,5.0,Tyler Bates,16.0,0.0,6.0,Larry Fong,17.0,0.0,0.0,"82,000,000.00",6.0,CLASS-1
Battle Los Angeles,2011,PG-13,2.35,Aaron Eckhart,31,0,0,Ramon Rodriguez,17,0,3,Will Rothhaar,52,0,1,Jonathan Liebesman,5,0,2,Christopher Bertolini,2.0,0.0,0.0,Brian Tyler,51.0,0.0,16.0,Lukas Ettlin,22.0,0.0,1.0,"70,000,000.00",5.7,CLASS-1
War Horse,2011,PG-13,2.35,Jeremy Irvine,1,0,1,Peter Mullan,57,0,26,Emily Watson,0,0,9,Steven Spielberg,52,3,148,Lee Hall,6.0,0.0,5.0,John Williams,209.0,5.0,184.0,Janusz Kaminski,36.0,2.0,36.0,"66,000,000.00",7.2,CLASS-1
The Dilemma,2011,PG-13,2.35,Vince Vaughn,52,0,17,Kevin James,19,0,3,Jennifer Connelly,0,0,0,Ron Howard,30,2,37,Allan Loeb,6.0,0.0,0.0,Lorne Balfe,59.0,0.0,8.0,Salvatore Totino,25.0,0.0,0.0,"70,000,000.00",5.3,CLASS-1
Killer Elite,2011,R,2.35,Jason Statham,30,0,1,Clive Owen,56,2,47,Robert De Niro,84,0,12,Gary McKendry,1,1,5,Matt Sherring,0.0,0.0,0.0,Reinhold Heil,16.0,0.0,8.0,Simon Duggan,9.0,0.0,5.0,"35,000,000.00",6.4,CLASS-1
Hall Pass,2011,R,2.35,Owen Wilson,40,0,4,Jason Sudeikis,24,0,0,Jenna Fischer,0,0,16,Bobby Farrelly,12,0,3,Pete Jones,3.0,0.0,0.0,Matthew F. Leonetti,0.0,0.0,1.0,Sam Seig,0.0,0.0,0.0,"36,000,000.00",5.8,CLASS-1
